set_key,dataset,gt_set,mod_time,truth_status,names
GBR0000574 | GBR0000730,GPD,"{'GBR0000574', 'GBR0000730'}",1/12/2021 10:46,P,
GBR0000597 | GBR0000790,GPD,"{'GBR0000597', 'GBR0000790'}",1/12/2021 10:46,P,
GBR0000610 | GBR0000732,GPD,"{'GBR0000610', 'GBR0000732'}",1/12/2021 10:46,P,
GBR0000664 | GBR0000774,GPD,"{'GBR0000664', 'GBR0000774'}",1/12/2021 10:46,P,
GBR0000737 | GBR0000739,GPD,"{'GBR0000737', 'GBR0000739'}",1/12/2021 10:46,P,
GBR0000925 | GBR0004925 | GBR0004926,GPD,"{'GBR0004925', 'GBR0000925', 'GBR0004926'}",1/12/2021 10:46,P,
GBR0001595 | GBR0003578,GPD,"{'GBR0003578', 'GBR0001595'}",1/12/2021 10:46,P,
GBR0001622 | GBR0002160,GPD,"{'GBR0001622', 'GBR0002160'}",1/12/2021 10:46,P,
GBR0002488 | GBR0002489 | GBR0002490,GPD,"{'GBR0002488', 'GBR0002489', 'GBR0002490'}",1/12/2021 10:46,P,
GBR0002492 | GBR0002504,GPD,"{'GBR0002504', 'GBR0002492'}",1/12/2021 10:46,P,
GBR0002564 | GBR0002565 | GBR0003277,GPD,"{'GBR0002564', 'GBR0002565', 'GBR0003277'}",1/12/2021 10:46,P,
GBR0002566 | GBR0002576,GPD,"{'GBR0002566', 'GBR0002576'}",1/12/2021 10:46,P,
GBR0002613 | GBR0003359 | GBR0003491,GPD,"{'GBR0003359', 'GBR0003491', 'GBR0002613'}",1/12/2021 10:46,P,
GBR0002617 | GBR0004177,GPD,"{'GBR0002617', 'GBR0004177'}",1/12/2021 10:46,P,
GBR0002626 | GBR0003614,GPD,"{'GBR0003614', 'GBR0002626'}",1/12/2021 10:46,P,
GBR0002636 | GBR0002950,GPD,"{'GBR0002950', 'GBR0002636'}",1/12/2021 10:46,P,
GBR0002708 | GBR0002922,GPD,"{'GBR0002922', 'GBR0002708'}",1/12/2021 10:46,P,
GBR0002715 | GBR0003157,GPD,"{'GBR0003157', 'GBR0002715'}",1/12/2021 10:46,P,
GBR0002747 | GBR0002921,GPD,"{'GBR0002921', 'GBR0002747'}",1/12/2021 10:46,P,
GBR0002927 | GBR0003118,GPD,"{'GBR0002927', 'GBR0003118'}",1/12/2021 10:46,P,
GBR0002952 | GBR0002953,GPD,"{'GBR0002952', 'GBR0002953'}",1/12/2021 10:46,P,
GBR0003092 | GBR0003985,GPD,"{'GBR0003092', 'GBR0003985'}",1/12/2021 10:46,P,
GBR0003097 | GBR0003168,GPD,"{'GBR0003097', 'GBR0003168'}",1/12/2021 10:46,P,
GBR0003103 | GBR0003852,GPD,"{'GBR0003852', 'GBR0003103'}",1/12/2021 10:46,P,
GBR0003110 | GBR0003496,GPD,"{'GBR0003496', 'GBR0003110'}",1/12/2021 10:46,P,
GBR0003117 | GBR0004668,GPD,"{'GBR0003117', 'GBR0004668'}",1/12/2021 10:46,P,
GBR0003120 | GBR0003308,GPD,"{'GBR0003308', 'GBR0003120'}",1/12/2021 10:46,P,
GBR0003122 | GBR0004504,GPD,"{'GBR0003122', 'GBR0004504'}",1/12/2021 10:46,P,
GBR0003129 | GBR0003741,GPD,"{'GBR0003129', 'GBR0003741'}",1/12/2021 10:46,P,
GBR0003130 | GBR0004688,GPD,"{'GBR0003130', 'GBR0004688'}",1/12/2021 10:46,P,
GBR0003132 | GBR0003765,GPD,"{'GBR0003132', 'GBR0003765'}",1/12/2021 10:46,P,
GBR0003135 | GBR0003668,GPD,"{'GBR0003135', 'GBR0003668'}",1/12/2021 10:46,P,
GBR0003155 | GBR0004414,GPD,"{'GBR0004414', 'GBR0003155'}",1/12/2021 10:46,P,
GBR0003220 | GBR0003301 | GBR0003593,GPD,"{'GBR0003301', 'GBR0003220', 'GBR0003593'}",1/12/2021 10:46,P,
GBR0003244 | GBR0003575,GPD,"{'GBR0003575', 'GBR0003244'}",1/12/2021 10:46,P,
GBR0003245 | GBR0004054,GPD,"{'GBR0003245', 'GBR0004054'}",1/12/2021 10:46,P,
GBR0003290 | GBR0003466,GPD,"{'GBR0003466', 'GBR0003290'}",1/12/2021 10:46,P,
GBR0003299 | GBR2000199,GPD,"{'GBR0003299', 'GBR2000199'}",1/12/2021 10:46,P,
GBR0003307 | GBR0003408,GPD,"{'GBR0003408', 'GBR0003307'}",1/12/2021 10:46,P,
GBR0003479 | GBR0003607,GPD,"{'GBR0003479', 'GBR0003607'}",1/12/2021 10:46,P,
GBR0003489 | GBR0003981,GPD,"{'GBR0003981', 'GBR0003489'}",1/12/2021 10:46,P,
GBR0003534 | GBR0003951,GPD,"{'GBR0003534', 'GBR0003951'}",1/12/2021 10:46,P,
GBR0003566 | GBR0003568,GPD,"{'GBR0003566', 'GBR0003568'}",1/12/2021 10:46,P,
GBR0003570 | GBR0003579,GPD,"{'GBR0003579', 'GBR0003570'}",1/12/2021 10:46,P,
GBR0003659 | GBR0004663,GPD,"{'GBR0003659', 'GBR0004663'}",1/12/2021 10:46,P,
GBR0003828 | GBR0004686,GPD,"{'GBR0004686', 'GBR0003828'}",1/12/2021 10:46,P,
GBR0004210 | GBR0004672 | GBR0005277,GPD,"{'GBR0004672', 'GBR0004210', 'GBR0005277'}",1/12/2021 10:46,P,
GBR0004332 | GBR0004526,GPD,"{'GBR0004526', 'GBR0004332'}",1/12/2021 10:46,P,
GEO2154 | GEO39745,GEO,"{'GEO39745', 'GEO2154'}",1/12/2021 10:46,P,
GEO2233 | GEO43945 | GEO43949,GEO,"{'GEO43945', 'GEO2233', 'GEO43949'}",1/12/2021 10:46,P,
GEO2402 | GEO39749,GEO,"{'GEO39749', 'GEO2402'}",1/12/2021 10:46,P,
GEO2638 | GEO39746,GEO,"{'GEO2638', 'GEO39746'}",1/12/2021 10:46,P,
GEO2694 | GEO44533,GEO,"{'GEO44533', 'GEO2694'}",1/12/2021 10:46,P,
GEO3848 | GEO3849,GEO,"{'GEO3849', 'GEO3848'}",1/12/2021 10:46,P,
GEO39715 | GEO45157,GEO,"{'GEO45157', 'GEO39715'}",1/12/2021 10:46,P,
GEO39783 | GEO44379,GEO,"{'GEO44379', 'GEO39783'}",1/12/2021 10:46,P,
GEO39796 | GEO45927,GEO,"{'GEO39796', 'GEO45927'}",1/12/2021 10:46,P,
GEO39797 | GEO45154,GEO,"{'GEO39797', 'GEO45154'}",1/12/2021 10:46,P,
GEO39814 | GEO45155,GEO,"{'GEO45155', 'GEO39814'}",1/12/2021 10:46,P,
GEO39830 | GEO39831,GEO,"{'GEO39831', 'GEO39830'}",1/12/2021 10:46,P,
GEO39895 | GEO39901,GEO,"{'GEO39895', 'GEO39901'}",1/12/2021 10:46,P,
GEO39942 | GEO39943,GEO,"{'GEO39943', 'GEO39942'}",1/12/2021 10:46,P,
GEO40598 | GEO40599,GEO,"{'GEO40598', 'GEO40599'}",1/12/2021 10:46,P,
GEO40601 | GEO40602,GEO,"{'GEO40602', 'GEO40601'}",1/12/2021 10:46,P,
GEO40612 | GEO40613,GEO,"{'GEO40613', 'GEO40612'}",1/12/2021 10:46,P,
GEO40629 | GEO40631,GEO,"{'GEO40629', 'GEO40631'}",1/12/2021 10:46,P,
GEO41986 | GEO45078,GEO,"{'GEO41986', 'GEO45078'}",1/12/2021 10:46,P,
GEO42114 | GEO42115 | GEO42116,GEO,"{'GEO42114', 'GEO42115', 'GEO42116'}",1/12/2021 10:46,P,
GEO42200 | GEO42201,GEO,"{'GEO42200', 'GEO42201'}",1/12/2021 10:46,P,
GEO42360 | GEO42361,GEO,"{'GEO42361', 'GEO42360'}",1/12/2021 10:46,P,
GEO42466 | GEO42472,GEO,"{'GEO42472', 'GEO42466'}",1/12/2021 10:46,P,
GEO42770 | GEO42771,GEO,"{'GEO42770', 'GEO42771'}",1/12/2021 10:46,P,
GEO42774 | GEO42775 | GEO42777,GEO,"{'GEO42775', 'GEO42777', 'GEO42774'}",1/12/2021 10:46,P,
GEO43699 | GEO43988,GEO,"{'GEO43699', 'GEO43988'}",1/12/2021 10:46,P,
GEO43759 | GEO43843,GEO,"{'GEO43843', 'GEO43759'}",1/12/2021 10:46,P,
GEO43762 | GEO43764,GEO,"{'GEO43764', 'GEO43762'}",1/12/2021 10:46,P,
GEO43770 | GEO43818 | GEO43841,GEO,"{'GEO43818', 'GEO43770', 'GEO43841'}",1/12/2021 10:46,P,
GEO43783 | GEO43784,GEO,"{'GEO43784', 'GEO43783'}",1/12/2021 10:46,P,
GEO43788 | GEO43789,GEO,"{'GEO43789', 'GEO43788'}",1/12/2021 10:46,P,
GEO43924 | GEO43942,GEO,"{'GEO43924', 'GEO43942'}",1/12/2021 10:46,P,
GEO44209 | GEO44210,GEO,"{'GEO44210', 'GEO44209'}",1/12/2021 10:46,P,
GEO44305 | GEO44306 | GEO44483,GEO,"{'GEO44305', 'GEO44306', 'GEO44483'}",1/12/2021 10:46,P,
GEO44314 | GEO44472,GEO,"{'GEO44472', 'GEO44314'}",1/12/2021 10:46,P,
GEO44329 | GEO45030,GEO,"{'GEO45030', 'GEO44329'}",1/12/2021 10:46,P,
GEO44335 | GEO44467,GEO,"{'GEO44335', 'GEO44467'}",1/12/2021 10:46,P,
GEO44355 | GEO44356,GEO,"{'GEO44355', 'GEO44356'}",1/12/2021 10:46,P,
GEO44475 | GEO44481,GEO,"{'GEO44481', 'GEO44475'}",1/12/2021 10:46,P,
GEO44499 | GEO44500,GEO,"{'GEO44499', 'GEO44500'}",1/12/2021 10:46,P,
GEO44514 | GEO44515,GEO,"{'GEO44514', 'GEO44515'}",1/12/2021 10:46,P,
GEO44868 | GEO44869,GEO,"{'GEO44868', 'GEO44869'}",1/12/2021 10:46,P,
GEO44870 | GEO44872,GEO,"{'GEO44870', 'GEO44872'}",1/12/2021 10:46,P,
GEO45051 | GEO45533,GEO,"{'GEO45051', 'GEO45533'}",1/12/2021 10:46,P,
GEO45199 | GEO45532,GEO,"{'GEO45532', 'GEO45199'}",1/12/2021 10:46,P,
GEO45206 | GEO45207,GEO,"{'GEO45207', 'GEO45206'}",1/12/2021 10:46,P,
GEO45210 | GEO45211,GEO,"{'GEO45210', 'GEO45211'}",1/12/2021 10:46,P,
GEO45432 | GEO45433,GEO,"{'GEO45433', 'GEO45432'}",1/12/2021 10:46,P,
GEO45438 | GEO45439,GEO,"{'GEO45439', 'GEO45438'}",1/12/2021 10:46,P,
GEO45440 | GEO45443 | GEO45444,GEO,"{'GEO45443', 'GEO45440', 'GEO45444'}",1/12/2021 10:46,P,
GEO45446 | GEO45447,GEO,"{'GEO45447', 'GEO45446'}",1/12/2021 10:46,P,
GEO5424 | GEO5425,GEO,"{'GEO5424', 'GEO5425'}",1/12/2021 10:46,P,
H1024 | H2922 | H3035,JRC,"{'H1024', 'H2922', 'H3035'}",1/12/2021 10:46,P,
H1053 | H1402,JRC,"{'H1402', 'H1053'}",1/12/2021 10:46,P,
H1110 | H431,JRC,"{'H431', 'H1110'}",1/12/2021 10:46,P,
H1131 | H1139,JRC,"{'H1139', 'H1131'}",1/12/2021 10:46,P,
H1135 | H979,JRC,"{'H1135', 'H979'}",1/12/2021 10:46,P,
H1142 | H667,JRC,"{'H667', 'H1142'}",1/12/2021 10:46,P,
H1175 | H1179,JRC,"{'H1179', 'H1175'}",1/12/2021 10:46,P,
H1178 | H2098 | H532,JRC,"{'H1178', 'H532', 'H2098'}",1/12/2021 10:46,P,
H1227 | H1336,JRC,"{'H1227', 'H1336'}",1/12/2021 10:46,P,
H1245 | H1262,JRC,"{'H1245', 'H1262'}",1/12/2021 10:46,P,
H1246 | H1263,JRC,"{'H1263', 'H1246'}",1/12/2021 10:46,P,
H1247 | H1319,JRC,"{'H1319', 'H1247'}",1/12/2021 10:46,P,
H1284 | H1291,JRC,"{'H1284', 'H1291'}",1/12/2021 10:46,P,
H1325 | H932,JRC,"{'H1325', 'H932'}",1/12/2021 10:46,P,
H1335 | H1358,JRC,"{'H1335', 'H1358'}",1/12/2021 10:46,P,
H135 | H750,JRC,"{'H135', 'H750'}",1/12/2021 10:46,P,
H1361 | H201,JRC,"{'H1361', 'H201'}",1/12/2021 10:46,P,
H1381 | H1400,JRC,"{'H1381', 'H1400'}",1/12/2021 10:46,P,
H1384 | H1430,JRC,"{'H1384', 'H1430'}",1/12/2021 10:46,P,
H1432 | H309,JRC,"{'H1432', 'H309'}",1/12/2021 10:46,P,
H1442 | H1764,JRC,"{'H1764', 'H1442'}",1/12/2021 10:46,P,
H1443 | H1512,JRC,"{'H1512', 'H1443'}",1/12/2021 10:46,P,
H1451 | H2486,JRC,"{'H2486', 'H1451'}",1/12/2021 10:46,P,
H1479 | H1504,JRC,"{'H1479', 'H1504'}",1/12/2021 10:46,P,
H1488 | H1490,JRC,"{'H1490', 'H1488'}",1/12/2021 10:46,P,
H1502 | H1513,JRC,"{'H1502', 'H1513'}",1/12/2021 10:46,P,
H1541 | H1593,JRC,"{'H1541', 'H1593'}",1/12/2021 10:46,P,
H1554 | H1616,JRC,"{'H1616', 'H1554'}",1/12/2021 10:46,P,
H1557 | H2173,JRC,"{'H2173', 'H1557'}",1/12/2021 10:46,P,
H1576 | H1592,JRC,"{'H1592', 'H1576'}",1/12/2021 10:46,P,
H1577 | H1594,JRC,"{'H1594', 'H1577'}",1/12/2021 10:46,P,
H1591 | H1663,JRC,"{'H1591', 'H1663'}",1/12/2021 10:46,P,
H1617 | H1628,JRC,"{'H1628', 'H1617'}",1/12/2021 10:46,P,
H1619 | H1629,JRC,"{'H1629', 'H1619'}",1/12/2021 10:46,P,
H1625 | H717,JRC,"{'H1625', 'H717'}",1/12/2021 10:46,P,
H1649 | H50,JRC,"{'H1649', 'H50'}",1/12/2021 10:46,P,
H166 | H199,JRC,"{'H166', 'H199'}",1/12/2021 10:46,P,
H1691 | H1694,JRC,"{'H1691', 'H1694'}",1/12/2021 10:46,P,
H170 | H787,JRC,"{'H170', 'H787'}",1/12/2021 10:46,P,
H1739 | H1763,JRC,"{'H1763', 'H1739'}",1/12/2021 10:46,P,
H1740 | H1936,JRC,"{'H1740', 'H1936'}",1/12/2021 10:46,P,
H1752 | H3322,JRC,"{'H3322', 'H1752'}",1/12/2021 10:46,P,
H1769 | H633,JRC,"{'H1769', 'H633'}",1/12/2021 10:46,P,
H1773 | H2498 | H2499 | H2500 | H2501,JRC,"{'H2498', 'H1773', 'H2501', 'H2500', 'H2499'}",1/12/2021 10:46,P,
H1880 | H331,JRC,"{'H331', 'H1880'}",1/12/2021 10:46,P,
H2004 | H2298,JRC,"{'H2298', 'H2004'}",1/12/2021 10:46,P,
H2099 | H2331,JRC,"{'H2099', 'H2331'}",1/12/2021 10:46,P,
H2100 | H2150,JRC,"{'H2100', 'H2150'}",1/12/2021 10:46,P,
H2154 | H2474,JRC,"{'H2154', 'H2474'}",1/12/2021 10:46,P,
H2164 | H2407,JRC,"{'H2164', 'H2407'}",1/12/2021 10:46,P,
H2175 | H2221 | H2233,JRC,"{'H2175', 'H2233', 'H2221'}",1/12/2021 10:46,P,
H2197 | H759,JRC,"{'H759', 'H2197'}",1/12/2021 10:46,P,
H2238 | H2414,JRC,"{'H2238', 'H2414'}",1/12/2021 10:46,P,
H2253 | H2254,JRC,"{'H2253', 'H2254'}",1/12/2021 10:46,P,
H2270 | H2462,JRC,"{'H2270', 'H2462'}",1/12/2021 10:46,P,
H2301 | H2329,JRC,"{'H2329', 'H2301'}",1/12/2021 10:46,P,
H2355 | H2477,JRC,"{'H2355', 'H2477'}",1/12/2021 10:46,P,
H2362 | H2472,JRC,"{'H2472', 'H2362'}",1/12/2021 10:46,P,
H2398 | H2459,JRC,"{'H2398', 'H2459'}",1/12/2021 10:46,P,
H2491 | H3134,JRC,"{'H2491', 'H3134'}",1/12/2021 10:46,P,
H2492 | H292 | H91,JRC,"{'H292', 'H91', 'H2492'}",1/12/2021 10:46,P,
H2503 | H2504 | H2505 | H2506 | H2507 | H2508 | H2509 | H2510 | H2511 | H2512 | H2513 | H2514 | H2607 | H2608 | H2609 | H2610,JRC,"{'H2506', 'H2512', 'H2507', 'H2513', 'H2504', 'H2511', 'H2610', 'H2509', 'H2508', 'H2503', 'H2608', 'H2609', 'H2510', 'H2607', 'H2514', 'H2505'}",1/12/2021 10:46,P,
H2516 | H2773 | H3017,JRC,"{'H2773', 'H2516', 'H3017'}",1/12/2021 10:46,P,
H2519 | H2520,JRC,"{'H2520', 'H2519'}",1/12/2021 10:46,P,
H2543 | H2628,JRC,"{'H2628', 'H2543'}",1/12/2021 10:46,P,
H2548 | H2549 | H2551 | H2552,JRC,"{'H2552', 'H2548', 'H2551', 'H2549'}",1/12/2021 10:46,P,
H2555 | H2636,JRC,"{'H2636', 'H2555'}",1/12/2021 10:46,P,
H2559 | H2562,JRC,"{'H2559', 'H2562'}",1/12/2021 10:46,P,
H2564 | H2565 | H2661 | H2662,JRC,"{'H2565', 'H2662', 'H2661', 'H2564'}",1/12/2021 10:46,P,
H2573 | H2823 | H3127,JRC,"{'H2573', 'H3127', 'H2823'}",1/12/2021 10:46,P,
H2576 | H2674 | H2751,JRC,"{'H2576', 'H2751', 'H2674'}",1/12/2021 10:46,P,
H2585 | H2586 | H2587 | H2588 | H2589 | H2590 | H2591 | H2592 | H2593,JRC,"{'H2585', 'H2588', 'H2589', 'H2591', 'H2593', 'H2587', 'H2586', 'H2590', 'H2592'}",1/12/2021 10:46,P,
H2611 | H2612 | H2613 | H2614 | H2615 | H2616 | H2617 | H2618 | H2619,JRC,"{'H2613', 'H2614', 'H2618', 'H2615', 'H2616', 'H2611', 'H2612', 'H2619', 'H2617'}",1/12/2021 10:46,P,
H2620 | H2621 | H2622 | H2623 | H2753 | H2754 | H2755 | H2756 | H2757 | H2758 | H2759 | H2760,JRC,"{'H2755', 'H2754', 'H2623', 'H2759', 'H2760', 'H2621', 'H2620', 'H2757', 'H2758', 'H2753', 'H2622', 'H2756'}",1/12/2021 10:46,P,
H2640 | H2641 | H2642 | H2643 | H2644 | H2645 | H2646 | H2647 | H2648,JRC,"{'H2646', 'H2642', 'H2641', 'H2643', 'H2640', 'H2647', 'H2644', 'H2648', 'H2645'}",1/12/2021 10:46,P,
H2649 | H2650,JRC,"{'H2650', 'H2649'}",1/12/2021 10:46,P,
H2655 | H2656,JRC,"{'H2655', 'H2656'}",1/12/2021 10:46,P,
H2671 | H2837 | H2979,JRC,"{'H2671', 'H2837', 'H2979'}",1/12/2021 10:46,P,
H2690 | H2691 | H2692 | H2693,JRC,"{'H2692', 'H2690', 'H2691', 'H2693'}",1/12/2021 10:46,P,
H2698 | H2708,JRC,"{'H2708', 'H2698'}",1/12/2021 10:46,P,
H2703 | H2768,JRC,"{'H2768', 'H2703'}",1/12/2021 10:46,P,
H2707 | H2709,JRC,"{'H2707', 'H2709'}",1/12/2021 10:46,P,
H2719 | H2720 | H2721 | H2722 | H2723 | H2724 | H2725 | H2726 | H2727,JRC,"{'H2720', 'H2723', 'H2722', 'H2726', 'H2727', 'H2725', 'H2721', 'H2724', 'H2719'}",1/12/2021 10:46,P,
H2745 | H2834,JRC,"{'H2834', 'H2745'}",1/12/2021 10:46,P,
H2749 | H2750 | H2856 | H2857,JRC,"{'H2857', 'H2856', 'H2750', 'H2749'}",1/12/2021 10:46,P,
H2761 | H2762 | H2763 | H2764 | H2765 | H2766 | H2788 | H2789 | H2790,JRC,"{'H2761', 'H2764', 'H2788', 'H2766', 'H2789', 'H2765', 'H2763', 'H2762', 'H2790'}",1/12/2021 10:46,P,
H2779 | H2780 | H2781 | H2782,JRC,"{'H2779', 'H2781', 'H2780', 'H2782'}",1/12/2021 10:46,P,
H2792 | H2803,JRC,"{'H2792', 'H2803'}",1/12/2021 10:46,P,
H2820 | H2956 | H2957 | H3019 | H3020,JRC,"{'H3019', 'H2956', 'H2957', 'H3020', 'H2820'}",1/12/2021 10:46,P,
H2839 | H3031,JRC,"{'H2839', 'H3031'}",1/12/2021 10:46,P,
H2840 | H2843,JRC,"{'H2843', 'H2840'}",1/12/2021 10:46,P,
H2847 | H2854 | H2855 | H2927 | H3023 | H3111 | H3125,JRC,"{'H3125', 'H3023', 'H2855', 'H3111', 'H2854', 'H2847', 'H2927'}",1/12/2021 10:46,P,
H2862 | H2863 | H2996,JRC,"{'H2996', 'H2863', 'H2862'}",1/12/2021 10:46,P,
H2878 | H2879 | H2920 | H2921,JRC,"{'H2878', 'H2879', 'H2921', 'H2920'}",1/12/2021 10:46,P,
H2893 | H2894 | H2895 | H2896,JRC,"{'H2893', 'H2896', 'H2895', 'H2894'}",1/12/2021 10:46,P,
H2915 | H2930,JRC,"{'H2930', 'H2915'}",1/12/2021 10:46,P,
H2932 | H2933 | H2934 | H2935,JRC,"{'H2935', 'H2932', 'H2934', 'H2933'}",1/12/2021 10:46,P,
H2959 | H2960,JRC,"{'H2960', 'H2959'}",1/12/2021 10:46,P,
H2961 | H2975,JRC,"{'H2975', 'H2961'}",1/12/2021 10:46,P,
H2978 | H3008,JRC,"{'H2978', 'H3008'}",1/12/2021 10:46,P,
H2981 | H2982 | H3175 | H3176,JRC,"{'H3175', 'H3176', 'H2981', 'H2982'}",1/12/2021 10:46,P,
H2985 | H3016,JRC,"{'H3016', 'H2985'}",1/12/2021 10:46,P,
H299 | H323,JRC,"{'H323', 'H299'}",1/12/2021 10:46,P,
H2993 | H2997,JRC,"{'H2993', 'H2997'}",1/12/2021 10:46,P,
H30 | H70,JRC,"{'H70', 'H30'}",1/12/2021 10:46,P,
H3021 | H3126,JRC,"{'H3021', 'H3126'}",1/12/2021 10:46,P,
H3048 | H3049,JRC,"{'H3048', 'H3049'}",1/12/2021 10:46,P,
H3085 | H3086,JRC,"{'H3085', 'H3086'}",1/12/2021 10:46,P,
H3124 | H3132,JRC,"{'H3124', 'H3132'}",1/12/2021 10:46,P,
H3129 | H3183,JRC,"{'H3129', 'H3183'}",1/12/2021 10:46,P,
H3154 | H3166,JRC,"{'H3166', 'H3154'}",1/12/2021 10:46,P,
H3200 | H3201 | H3202 | H3203,JRC,"{'H3203', 'H3200', 'H3202', 'H3201'}",1/12/2021 10:46,P,
H3247 | H3248,JRC,"{'H3247', 'H3248'}",1/12/2021 10:46,P,
H3260 | H3263,JRC,"{'H3260', 'H3263'}",1/12/2021 10:46,P,
H3270 | H3272,JRC,"{'H3270', 'H3272'}",1/12/2021 10:46,P,
H3302 | H3303,JRC,"{'H3303', 'H3302'}",1/12/2021 10:46,P,
H3314 | H377,JRC,"{'H3314', 'H377'}",1/12/2021 10:46,P,
H3384 | H3385,JRC,"{'H3385', 'H3384'}",1/12/2021 10:46,P,
H3387 | H3388,JRC,"{'H3388', 'H3387'}",1/12/2021 10:46,P,
H354 | H364,JRC,"{'H354', 'H364'}",1/12/2021 10:46,P,
H357 | H74,JRC,"{'H357', 'H74'}",1/12/2021 10:46,P,
H38 | H96,JRC,"{'H96', 'H38'}",1/12/2021 10:46,P,
H421 | H794,JRC,"{'H794', 'H421'}",1/12/2021 10:46,P,
H573 | H595,JRC,"{'H595', 'H573'}",1/12/2021 10:46,P,
H61 | H776,JRC,"{'H61', 'H776'}",1/12/2021 10:46,P,
H624 | H626,JRC,"{'H626', 'H624'}",1/12/2021 10:46,P,
H629 | H939,JRC,"{'H939', 'H629'}",1/12/2021 10:46,P,
H678 | H679,JRC,"{'H679', 'H678'}",1/12/2021 10:46,P,
H711 | H712,JRC,"{'H711', 'H712'}",1/12/2021 10:46,P,
H721 | H925,JRC,"{'H925', 'H721'}",1/12/2021 10:46,P,
H809 | H817,JRC,"{'H809', 'H817'}",1/12/2021 10:46,P,
H896 | H920,JRC,"{'H920', 'H896'}",1/12/2021 10:46,P,
N100 | N427,JRC,"{'N100', 'N427'}",1/12/2021 10:46,P,
N104 | N199 | N430,JRC,"{'N104', 'N430', 'N199'}",1/12/2021 10:46,P,
N1055 | N377,JRC,"{'N1055', 'N377'}",1/12/2021 10:46,P,
N107 | N108,JRC,"{'N107', 'N108'}",1/12/2021 10:46,P,
N11 | N343,JRC,"{'N343', 'N11'}",1/12/2021 10:46,P,
N110 | N606,JRC,"{'N110', 'N606'}",1/12/2021 10:46,P,
N117 | N118 | N119,JRC,"{'N117', 'N118', 'N119'}",1/12/2021 10:46,P,
N139 | N140 | N141,JRC,"{'N141', 'N139', 'N140'}",1/12/2021 10:46,P,
N142 | N143,JRC,"{'N143', 'N142'}",1/12/2021 10:46,P,
N146 | N147 | N148,JRC,"{'N147', 'N148', 'N146'}",1/12/2021 10:46,P,
N151 | N456 | N521,JRC,"{'N151', 'N456', 'N521'}",1/12/2021 10:46,P,
N173 | N337,JRC,"{'N337', 'N173'}",1/12/2021 10:46,P,
N176 | N329,JRC,"{'N176', 'N329'}",1/12/2021 10:46,P,
N177 | N473,JRC,"{'N473', 'N177'}",1/12/2021 10:46,P,
N18 | N316,JRC,"{'N316', 'N18'}",1/12/2021 10:46,P,
N180 | N334,JRC,"{'N180', 'N334'}",1/12/2021 10:46,P,
N2 | N335,JRC,"{'N335', 'N2'}",1/12/2021 10:46,P,
N202 | N89,JRC,"{'N89', 'N202'}",1/12/2021 10:46,P,
N21 | N332,JRC,"{'N332', 'N21'}",1/12/2021 10:46,P,
N228 | N523,JRC,"{'N523', 'N228'}",1/12/2021 10:46,P,
N241 | N745,JRC,"{'N745', 'N241'}",1/12/2021 10:46,P,
N244 | N333,JRC,"{'N244', 'N333'}",1/12/2021 10:46,P,
N264 | N560,JRC,"{'N264', 'N560'}",1/12/2021 10:46,P,
N28 | N340,JRC,"{'N28', 'N340'}",1/12/2021 10:46,P,
N285 | N286,JRC,"{'N285', 'N286'}",1/12/2021 10:46,P,
N29 | N30,JRC,"{'N29', 'N30'}",1/12/2021 10:46,P,
N293 | N667 | N668 | N904,JRC,"{'N293', 'N667', 'N668', 'N904'}",1/12/2021 10:46,P,
N298 | N70,JRC,"{'N70', 'N298'}",1/12/2021 10:46,P,
N304 | N325,JRC,"{'N304', 'N325'}",1/12/2021 10:46,P,
N31 | N381,JRC,"{'N381', 'N31'}",1/12/2021 10:46,P,
N317 | N318,JRC,"{'N318', 'N317'}",1/12/2021 10:46,P,
N319 | N482,JRC,"{'N482', 'N319'}",1/12/2021 10:46,P,
N328 | N79,JRC,"{'N328', 'N79'}",1/12/2021 10:46,P,
N330 | N76,JRC,"{'N330', 'N76'}",1/12/2021 10:46,P,
N34 | N35,JRC,"{'N34', 'N35'}",1/12/2021 10:46,P,
N344 | N78,JRC,"{'N78', 'N344'}",1/12/2021 10:46,P,
N387 | N674,JRC,"{'N387', 'N674'}",1/12/2021 10:46,P,
N388 | N389,JRC,"{'N388', 'N389'}",1/12/2021 10:46,P,
N40 | N41,JRC,"{'N40', 'N41'}",1/12/2021 10:46,P,
N405 | N406,JRC,"{'N406', 'N405'}",1/12/2021 10:46,P,
N407 | N899,JRC,"{'N407', 'N899'}",1/12/2021 10:46,P,
N43 | N528,JRC,"{'N43', 'N528'}",1/12/2021 10:46,P,
N443 | N444,JRC,"{'N444', 'N443'}",1/12/2021 10:46,P,
N493 | N605,JRC,"{'N605', 'N493'}",1/12/2021 10:46,P,
N553 | N554,JRC,"{'N554', 'N553'}",1/12/2021 10:46,P,
N556 | N557,JRC,"{'N557', 'N556'}",1/12/2021 10:46,P,
N576 | N911,JRC,"{'N911', 'N576'}",1/12/2021 10:46,P,
N60 | N773,JRC,"{'N773', 'N60'}",1/12/2021 10:46,P,
N617 | N618,JRC,"{'N617', 'N618'}",1/12/2021 10:46,P,
N640 | N969,JRC,"{'N640', 'N969'}",1/12/2021 10:46,P,
N648 | N689,JRC,"{'N648', 'N689'}",1/12/2021 10:46,P,
N654 | N873,JRC,"{'N654', 'N873'}",1/12/2021 10:46,P,
