set_key,dataset,gt_set,mod_time,truth_status,names
OEU5108 | OEU5109,OPSD_EU,"{'OEU5108', 'OEU5109'}",1/12/2021 10:46,P,
OEU5122 | OEU5124,OPSD_EU,"{'OEU5122', 'OEU5124'}",1/12/2021 10:46,P,
OEU5128 | OEU5130,OPSD_EU,"{'OEU5130', 'OEU5128'}",1/12/2021 10:46,P,
OEU5145 | OEU5146,OPSD_EU,"{'OEU5146', 'OEU5145'}",1/12/2021 10:46,P,
OEU517 | OEU833,OPSD_EU,"{'OEU517', 'OEU833'}",1/12/2021 10:46,P,
OEU5188 | OEU5254,OPSD_EU,"{'OEU5254', 'OEU5188'}",1/12/2021 10:46,P,
OEU5236 | OEU5237,OPSD_EU,"{'OEU5236', 'OEU5237'}",1/12/2021 10:46,P,
OEU5239 | OEU5240,OPSD_EU,"{'OEU5239', 'OEU5240'}",1/12/2021 10:46,P,
OEU5247 | OEU5249,OPSD_EU,"{'OEU5249', 'OEU5247'}",1/12/2021 10:46,P,
OEU5256 | OEU5257,OPSD_EU,"{'OEU5257', 'OEU5256'}",1/12/2021 10:46,P,
OEU5259 | OEU5260,OPSD_EU,"{'OEU5260', 'OEU5259'}",1/12/2021 10:46,P,
OEU5262 | OEU5264,OPSD_EU,"{'OEU5264', 'OEU5262'}",1/12/2021 10:46,P,
OEU5267 | OEU5268,OPSD_EU,"{'OEU5268', 'OEU5267'}",1/12/2021 10:46,P,
OEU5272 | OEU5273,OPSD_EU,"{'OEU5272', 'OEU5273'}",1/12/2021 10:46,P,
OEU528 | OEU529,OPSD_EU,"{'OEU529', 'OEU528'}",1/12/2021 10:46,P,
OEU5289 | OEU5290,OPSD_EU,"{'OEU5290', 'OEU5289'}",1/12/2021 10:46,P,
OEU5295 | OEU5296,OPSD_EU,"{'OEU5295', 'OEU5296'}",1/12/2021 10:46,P,
OEU5362 | OEU5363 | OEU5364,OPSD_EU,"{'OEU5363', 'OEU5362', 'OEU5364'}",1/12/2021 10:46,P,
OEU5365 | OEU5366,OPSD_EU,"{'OEU5366', 'OEU5365'}",1/12/2021 10:46,P,
OEU5370 | OEU5371,OPSD_EU,"{'OEU5371', 'OEU5370'}",1/12/2021 10:46,P,
OEU5372 | OEU5373 | OEU5374,OPSD_EU,"{'OEU5373', 'OEU5372', 'OEU5374'}",1/12/2021 10:46,P,
OEU5376 | OEU5377 | OEU5378,OPSD_EU,"{'OEU5377', 'OEU5376', 'OEU5378'}",1/12/2021 10:46,P,
OEU5380 | OEU5381,OPSD_EU,"{'OEU5380', 'OEU5381'}",1/12/2021 10:46,P,
OEU5382 | OEU5383 | OEU5384 | OEU5385,OPSD_EU,"{'OEU5382', 'OEU5383', 'OEU5385', 'OEU5384'}",1/12/2021 10:46,P,
OEU5386 | OEU5387,OPSD_EU,"{'OEU5386', 'OEU5387'}",1/12/2021 10:46,P,
OEU5389 | OEU5390,OPSD_EU,"{'OEU5389', 'OEU5390'}",1/12/2021 10:46,P,
OEU5396 | OEU5397 | OEU5398 | OEU5399,OPSD_EU,"{'OEU5399', 'OEU5397', 'OEU5398', 'OEU5396'}",1/12/2021 10:46,P,
OEU5400 | OEU5401 | OEU5402 | OEU5403,OPSD_EU,"{'OEU5403', 'OEU5402', 'OEU5401', 'OEU5400'}",1/12/2021 10:46,P,
OEU5406 | OEU5407 | OEU5408,OPSD_EU,"{'OEU5406', 'OEU5407', 'OEU5408'}",1/12/2021 10:46,P,
OEU5410 | OEU5411,OPSD_EU,"{'OEU5410', 'OEU5411'}",1/12/2021 10:46,P,
OEU5413 | OEU5414,OPSD_EU,"{'OEU5414', 'OEU5413'}",1/12/2021 10:46,P,
OEU5416 | OEU5417,OPSD_EU,"{'OEU5416', 'OEU5417'}",1/12/2021 10:46,P,
OEU5418 | OEU5419,OPSD_EU,"{'OEU5419', 'OEU5418'}",1/12/2021 10:46,P,
OEU5421 | OEU5422 | OEU5423 | OEU5424,OPSD_EU,"{'OEU5424', 'OEU5422', 'OEU5421', 'OEU5423'}",1/12/2021 10:46,P,
OEU5425 | OEU5426 | OEU5427 | OEU5428 | OEU5429,OPSD_EU,"{'OEU5425', 'OEU5426', 'OEU5428', 'OEU5427', 'OEU5429'}",1/12/2021 10:46,P,
OEU5431 | OEU5432,OPSD_EU,"{'OEU5431', 'OEU5432'}",1/12/2021 10:46,P,
OEU5433 | OEU5434,OPSD_EU,"{'OEU5433', 'OEU5434'}",1/12/2021 10:46,P,
OEU5436 | OEU5437,OPSD_EU,"{'OEU5437', 'OEU5436'}",1/12/2021 10:46,P,
OEU5438 | OEU5439 | OEU5440,OPSD_EU,"{'OEU5438', 'OEU5440', 'OEU5439'}",1/12/2021 10:46,P,
OEU5445 | OEU5446 | OEU5447,OPSD_EU,"{'OEU5447', 'OEU5445', 'OEU5446'}",1/12/2021 10:46,P,
OEU5449 | OEU5450,OPSD_EU,"{'OEU5449', 'OEU5450'}",1/12/2021 10:46,P,
OEU5451 | OEU5452 | OEU5453 | OEU5454,OPSD_EU,"{'OEU5452', 'OEU5454', 'OEU5453', 'OEU5451'}",1/12/2021 10:46,P,
OEU5455 | OEU5456 | OEU5457,OPSD_EU,"{'OEU5456', 'OEU5457', 'OEU5455'}",1/12/2021 10:46,P,
OEU5458 | OEU5459 | OEU5460,OPSD_EU,"{'OEU5460', 'OEU5458', 'OEU5459'}",1/12/2021 10:46,P,
OEU5462 | OEU5463 | OEU5464,OPSD_EU,"{'OEU5462', 'OEU5464', 'OEU5463'}",1/12/2021 10:46,P,
OEU5466 | OEU5467 | OEU5468,OPSD_EU,"{'OEU5468', 'OEU5466', 'OEU5467'}",1/12/2021 10:46,P,
OEU5469 | OEU5470,OPSD_EU,"{'OEU5469', 'OEU5470'}",1/12/2021 10:46,P,
OEU5472 | OEU5473 | OEU5474 | OEU5475,OPSD_EU,"{'OEU5475', 'OEU5472', 'OEU5474', 'OEU5473'}",1/12/2021 10:46,P,
OEU5480 | OEU5481,OPSD_EU,"{'OEU5481', 'OEU5480'}",1/12/2021 10:46,P,
OEU5482 | OEU5483 | OEU5484 | OEU5485,OPSD_EU,"{'OEU5484', 'OEU5485', 'OEU5482', 'OEU5483'}",1/12/2021 10:46,P,
OEU5486 | OEU5487 | OEU5488,OPSD_EU,"{'OEU5488', 'OEU5487', 'OEU5486'}",1/12/2021 10:46,P,
OEU549 | OEU586,OPSD_EU,"{'OEU586', 'OEU549'}",1/12/2021 10:46,P,
OEU5491 | OEU5492,OPSD_EU,"{'OEU5491', 'OEU5492'}",1/12/2021 10:46,P,
OEU5493 | OEU5494,OPSD_EU,"{'OEU5493', 'OEU5494'}",1/12/2021 10:46,P,
OEU5495 | OEU5496,OPSD_EU,"{'OEU5496', 'OEU5495'}",1/12/2021 10:46,P,
OEU5497 | OEU5498 | OEU5499 | OEU5500 | OEU5501 | OEU5502 | OEU5503,OPSD_EU,"{'OEU5500', 'OEU5501', 'OEU5499', 'OEU5503', 'OEU5498', 'OEU5497', 'OEU5502'}",1/12/2021 10:46,P,
OEU55 | OEU56 | OEU57,OPSD_EU,"{'OEU56', 'OEU57', 'OEU55'}",1/12/2021 10:46,P,
OEU5505 | OEU5506 | OEU5507 | OEU5508,OPSD_EU,"{'OEU5508', 'OEU5505', 'OEU5506', 'OEU5507'}",1/12/2021 10:46,P,
OEU5509 | OEU5510,OPSD_EU,"{'OEU5510', 'OEU5509'}",1/12/2021 10:46,P,
OEU5511 | OEU5512,OPSD_EU,"{'OEU5511', 'OEU5512'}",1/12/2021 10:46,P,
OEU5513 | OEU5541,OPSD_EU,"{'OEU5541', 'OEU5513'}",1/12/2021 10:46,P,
OEU5514 | OEU5515,OPSD_EU,"{'OEU5515', 'OEU5514'}",1/12/2021 10:46,P,
OEU5516 | OEU5517 | OEU5518,OPSD_EU,"{'OEU5516', 'OEU5517', 'OEU5518'}",1/12/2021 10:46,P,
OEU5519 | OEU5520,OPSD_EU,"{'OEU5520', 'OEU5519'}",1/12/2021 10:46,P,
OEU5521 | OEU5522,OPSD_EU,"{'OEU5522', 'OEU5521'}",1/12/2021 10:46,P,
OEU5523 | OEU5524,OPSD_EU,"{'OEU5524', 'OEU5523'}",1/12/2021 10:46,P,
OEU5526 | OEU5527 | OEU5528,OPSD_EU,"{'OEU5526', 'OEU5527', 'OEU5528'}",1/12/2021 10:46,P,
OEU5529 | OEU5530,OPSD_EU,"{'OEU5530', 'OEU5529'}",1/12/2021 10:46,P,
OEU5531 | OEU5532 | OEU5533,OPSD_EU,"{'OEU5531', 'OEU5533', 'OEU5532'}",1/12/2021 10:46,P,
OEU5534 | OEU5535 | OEU5536 | OEU5537,OPSD_EU,"{'OEU5536', 'OEU5535', 'OEU5534', 'OEU5537'}",1/12/2021 10:46,P,
OEU5538 | OEU5539 | OEU5540,OPSD_EU,"{'OEU5538', 'OEU5540', 'OEU5539'}",1/12/2021 10:46,P,
OEU5542 | OEU5543 | OEU5544,OPSD_EU,"{'OEU5544', 'OEU5543', 'OEU5542'}",1/12/2021 10:46,P,
OEU5545 | OEU5546,OPSD_EU,"{'OEU5546', 'OEU5545'}",1/12/2021 10:46,P,
OEU5548 | OEU5549 | OEU5550,OPSD_EU,"{'OEU5550', 'OEU5548', 'OEU5549'}",1/12/2021 10:46,P,
OEU5551 | OEU5552,OPSD_EU,"{'OEU5552', 'OEU5551'}",1/12/2021 10:46,P,
OEU5553 | OEU5554,OPSD_EU,"{'OEU5553', 'OEU5554'}",1/12/2021 10:46,P,
OEU5555 | OEU5556,OPSD_EU,"{'OEU5555', 'OEU5556'}",1/12/2021 10:46,P,
OEU5557 | OEU5558 | OEU5559,OPSD_EU,"{'OEU5558', 'OEU5557', 'OEU5559'}",1/12/2021 10:46,P,
OEU5562 | OEU5563 | OEU5564,OPSD_EU,"{'OEU5563', 'OEU5564', 'OEU5562'}",1/12/2021 10:46,P,
OEU5565 | OEU5566 | OEU5567,OPSD_EU,"{'OEU5565', 'OEU5566', 'OEU5567'}",1/12/2021 10:46,P,
OEU5569 | OEU5570,OPSD_EU,"{'OEU5570', 'OEU5569'}",1/12/2021 10:46,P,
OEU5571 | OEU5572 | OEU5573,OPSD_EU,"{'OEU5572', 'OEU5573', 'OEU5571'}",1/12/2021 10:46,P,
OEU5574 | OEU5575 | OEU5576,OPSD_EU,"{'OEU5574', 'OEU5576', 'OEU5575'}",1/12/2021 10:46,P,
OEU5580 | OEU5581 | OEU5582,OPSD_EU,"{'OEU5580', 'OEU5581', 'OEU5582'}",1/12/2021 10:46,P,
OEU5585 | OEU5586 | OEU5587,OPSD_EU,"{'OEU5586', 'OEU5585', 'OEU5587'}",1/12/2021 10:46,P,
OEU5588 | OEU5589 | OEU5590 | OEU5591 | OEU5592,OPSD_EU,"{'OEU5592', 'OEU5590', 'OEU5588', 'OEU5591', 'OEU5589'}",1/12/2021 10:46,P,
OEU5593 | OEU5594 | OEU5595,OPSD_EU,"{'OEU5595', 'OEU5593', 'OEU5594'}",1/12/2021 10:46,P,
OEU5597 | OEU5598,OPSD_EU,"{'OEU5598', 'OEU5597'}",1/12/2021 10:46,P,
OEU5599 | OEU5600 | OEU5601 | OEU5602,OPSD_EU,"{'OEU5600', 'OEU5601', 'OEU5602', 'OEU5599'}",1/12/2021 10:46,P,
OEU5603 | OEU5604 | OEU5605,OPSD_EU,"{'OEU5604', 'OEU5605', 'OEU5603'}",1/12/2021 10:46,P,
OEU5606 | OEU5607 | OEU5608,OPSD_EU,"{'OEU5606', 'OEU5608', 'OEU5607'}",1/12/2021 10:46,P,
OEU5609 | OEU5610,OPSD_EU,"{'OEU5609', 'OEU5610'}",1/12/2021 10:46,P,
OEU5618 | OEU5619 | OEU5620,OPSD_EU,"{'OEU5618', 'OEU5620', 'OEU5619'}",1/12/2021 10:46,P,
OEU5621 | OEU5622 | OEU5623,OPSD_EU,"{'OEU5623', 'OEU5621', 'OEU5622'}",1/12/2021 10:46,P,
OEU5625 | OEU5626 | OEU5627,OPSD_EU,"{'OEU5627', 'OEU5625', 'OEU5626'}",1/12/2021 10:46,P,
OEU5628 | OEU5629,OPSD_EU,"{'OEU5628', 'OEU5629'}",1/12/2021 10:46,P,
OEU5635 | OEU5636 | OEU5637,OPSD_EU,"{'OEU5636', 'OEU5635', 'OEU5637'}",1/12/2021 10:46,P,
OEU5641 | OEU5642 | OEU5643,OPSD_EU,"{'OEU5641', 'OEU5642', 'OEU5643'}",1/12/2021 10:46,P,
OEU5646 | OEU5647 | OEU5648,OPSD_EU,"{'OEU5648', 'OEU5646', 'OEU5647'}",1/12/2021 10:46,P,
OEU5654 | OEU5655 | OEU5656,OPSD_EU,"{'OEU5654', 'OEU5656', 'OEU5655'}",1/12/2021 10:46,P,
OEU5657 | OEU5658 | OEU5659,OPSD_EU,"{'OEU5658', 'OEU5657', 'OEU5659'}",1/12/2021 10:46,P,
OEU5660 | OEU5661,OPSD_EU,"{'OEU5660', 'OEU5661'}",1/12/2021 10:46,P,
OEU5664 | OEU5665,OPSD_EU,"{'OEU5665', 'OEU5664'}",1/12/2021 10:46,P,
OEU5668 | OEU5669 | OEU5670,OPSD_EU,"{'OEU5670', 'OEU5669', 'OEU5668'}",1/12/2021 10:46,P,
OEU5671 | OEU5672 | OEU5673,OPSD_EU,"{'OEU5671', 'OEU5672', 'OEU5673'}",1/12/2021 10:46,P,
OEU5675 | OEU5676,OPSD_EU,"{'OEU5675', 'OEU5676'}",1/12/2021 10:46,P,
OEU5685 | OEU5686,OPSD_EU,"{'OEU5686', 'OEU5685'}",1/12/2021 10:46,P,
OEU5699 | OEU5819,OPSD_EU,"{'OEU5819', 'OEU5699'}",1/12/2021 10:46,P,
OEU5728 | OEU5729,OPSD_EU,"{'OEU5728', 'OEU5729'}",1/12/2021 10:46,P,
OEU5731 | OEU5732,OPSD_EU,"{'OEU5731', 'OEU5732'}",1/12/2021 10:46,P,
OEU5736 | OEU5750,OPSD_EU,"{'OEU5750', 'OEU5736'}",1/12/2021 10:46,P,
OEU574 | OEU632,OPSD_EU,"{'OEU632', 'OEU574'}",1/12/2021 10:46,P,
OEU5742 | OEU5827,OPSD_EU,"{'OEU5742', 'OEU5827'}",1/12/2021 10:46,P,
OEU5743 | OEU5777 | OEU5778,OPSD_EU,"{'OEU5743', 'OEU5778', 'OEU5777'}",1/12/2021 10:46,P,
OEU576 | OEU835,OPSD_EU,"{'OEU576', 'OEU835'}",1/12/2021 10:46,P,
OEU5791 | OEU5835,OPSD_EU,"{'OEU5835', 'OEU5791'}",1/12/2021 10:46,P,
OEU58 | OEU59 | OEU60,OPSD_EU,"{'OEU59', 'OEU58', 'OEU60'}",1/12/2021 10:46,P,
OEU5802 | OEU5803,OPSD_EU,"{'OEU5802', 'OEU5803'}",1/12/2021 10:46,P,
OEU5804 | OEU5838,OPSD_EU,"{'OEU5838', 'OEU5804'}",1/12/2021 10:46,P,
OEU5812 | OEU5841,OPSD_EU,"{'OEU5841', 'OEU5812'}",1/12/2021 10:46,P,
OEU5815 | OEU5816,OPSD_EU,"{'OEU5816', 'OEU5815'}",1/12/2021 10:46,P,
OEU5842 | OEU5843,OPSD_EU,"{'OEU5843', 'OEU5842'}",1/12/2021 10:46,P,
OEU5848 | OEU5849,OPSD_EU,"{'OEU5848', 'OEU5849'}",1/12/2021 10:46,P,
OEU5853 | OEU5854,OPSD_EU,"{'OEU5854', 'OEU5853'}",1/12/2021 10:46,P,
OEU5856 | OEU5857 | OEU5858 | OEU5859,OPSD_EU,"{'OEU5858', 'OEU5857', 'OEU5856', 'OEU5859'}",1/12/2021 10:46,P,
OEU5861 | OEU5862,OPSD_EU,"{'OEU5861', 'OEU5862'}",1/12/2021 10:46,P,
OEU5865 | OEU5866,OPSD_EU,"{'OEU5866', 'OEU5865'}",1/12/2021 10:46,P,
OEU589 | OEU628,OPSD_EU,"{'OEU628', 'OEU589'}",1/12/2021 10:46,P,
OEU603 | OEU643,OPSD_EU,"{'OEU603', 'OEU643'}",1/12/2021 10:46,P,
OEU604 | OEU863,OPSD_EU,"{'OEU604', 'OEU863'}",1/12/2021 10:46,P,
OEU607 | OEU713 | OEU891,OPSD_EU,"{'OEU891', 'OEU607', 'OEU713'}",1/12/2021 10:46,P,
OEU61 | OEU62,OPSD_EU,"{'OEU62', 'OEU61'}",1/12/2021 10:46,P,
OEU613 | OEU757,OPSD_EU,"{'OEU613', 'OEU757'}",1/12/2021 10:46,P,
OEU621 | OEU704,OPSD_EU,"{'OEU621', 'OEU704'}",1/12/2021 10:46,P,
OEU636 | OEU968,OPSD_EU,"{'OEU636', 'OEU968'}",1/12/2021 10:46,P,
OEU645 | OEU791,OPSD_EU,"{'OEU791', 'OEU645'}",1/12/2021 10:46,P,
OEU66 | OEU67,OPSD_EU,"{'OEU66', 'OEU67'}",1/12/2021 10:46,P,
OEU660 | OEU777,OPSD_EU,"{'OEU777', 'OEU660'}",1/12/2021 10:46,P,
OEU665 | OEU939,OPSD_EU,"{'OEU665', 'OEU939'}",1/12/2021 10:46,P,
OEU670 | OEU903,OPSD_EU,"{'OEU670', 'OEU903'}",1/12/2021 10:46,P,
OEU681 | OEU687,OPSD_EU,"{'OEU681', 'OEU687'}",1/12/2021 10:46,P,
OEU682 | OEU949,OPSD_EU,"{'OEU949', 'OEU682'}",1/12/2021 10:46,P,
OEU684 | OEU711,OPSD_EU,"{'OEU684', 'OEU711'}",1/12/2021 10:46,P,
OEU685 | OEU895,OPSD_EU,"{'OEU685', 'OEU895'}",1/12/2021 10:46,P,
OEU688 | OEU960,OPSD_EU,"{'OEU960', 'OEU688'}",1/12/2021 10:46,P,
OEU69 | OEU70,OPSD_EU,"{'OEU70', 'OEU69'}",1/12/2021 10:46,P,
OEU691 | OEU739,OPSD_EU,"{'OEU739', 'OEU691'}",1/12/2021 10:46,P,
OEU719 | OEU745,OPSD_EU,"{'OEU719', 'OEU745'}",1/12/2021 10:46,P,
OEU728 | OEU904,OPSD_EU,"{'OEU728', 'OEU904'}",1/12/2021 10:46,P,
OEU746 | OEU901,OPSD_EU,"{'OEU746', 'OEU901'}",1/12/2021 10:46,P,
OEU763 | OEU910,OPSD_EU,"{'OEU910', 'OEU763'}",1/12/2021 10:46,P,
OEU77 | OEU78,OPSD_EU,"{'OEU77', 'OEU78'}",1/12/2021 10:46,P,
OEU787 | OEU874,OPSD_EU,"{'OEU787', 'OEU874'}",1/12/2021 10:46,P,
OEU82 | OEU83,OPSD_EU,"{'OEU82', 'OEU83'}",1/12/2021 10:46,P,
OEU821 | OEU963,OPSD_EU,"{'OEU963', 'OEU821'}",1/12/2021 10:46,P,
OEU831 | OEU888,OPSD_EU,"{'OEU831', 'OEU888'}",1/12/2021 10:46,P,
OEU839 | OEU917,OPSD_EU,"{'OEU839', 'OEU917'}",1/12/2021 10:46,P,
OEU84 | OEU85 | OEU86,OPSD_EU,"{'OEU84', 'OEU86', 'OEU85'}",1/12/2021 10:46,P,
OEU862 | OEU972,OPSD_EU,"{'OEU862', 'OEU972'}",1/12/2021 10:46,P,
OEU88 | OEU89,OPSD_EU,"{'OEU88', 'OEU89'}",1/12/2021 10:46,P,
OEU90 | OEU91,OPSD_EU,"{'OEU90', 'OEU91'}",1/12/2021 10:46,P,
OEU908 | OEU990,OPSD_EU,"{'OEU908', 'OEU990'}",1/12/2021 10:46,P,
OEU92 | OEU93 | OEU94,OPSD_EU,"{'OEU93', 'OEU94', 'OEU92'}",1/12/2021 10:46,P,
OEU924 | OEU979,OPSD_EU,"{'OEU924', 'OEU979'}",1/12/2021 10:46,P,
OEU978 | OEU984,OPSD_EU,"{'OEU978', 'OEU984'}",1/12/2021 10:46,P,
WRI1003007 | WRI1003339,GPD,"{'WRI1003339', 'WRI1003007'}",1/12/2021 10:46,P,
WRI1003178 | WRI1003179,GPD,"{'WRI1003178', 'WRI1003179'}",1/12/2021 10:46,P,
WRI1003446 | WRI1003447,GPD,"{'WRI1003447', 'WRI1003446'}",1/12/2021 10:46,P,
WRI1006357 | WRI1023631,GPD,"{'WRI1006357', 'WRI1023631'}",1/12/2021 10:46,P,
WRI1006586 | WRI1006587,GPD,"{'WRI1006586', 'WRI1006587'}",1/12/2021 10:46,P,
WRI1019032 | WRI1019040,GPD,"{'WRI1019040', 'WRI1019032'}",1/12/2021 10:46,P,
WRI1019038 | WRI1019066,GPD,"{'WRI1019038', 'WRI1019066'}",1/12/2021 10:46,P,
WRI1019039 | WRI1019050,GPD,"{'WRI1019039', 'WRI1019050'}",1/12/2021 10:46,P,
WRI1019045 | WRI1061531,GPD,"{'WRI1019045', 'WRI1061531'}",1/12/2021 10:46,P,
WRI1019048 | WRI1061543,GPD,"{'WRI1061543', 'WRI1019048'}",1/12/2021 10:46,P,
WRI1019158 | WRI1019159,GPD,"{'WRI1019158', 'WRI1019159'}",1/12/2021 10:46,P,
WRI1019180 | WRI1019202,GPD,"{'WRI1019202', 'WRI1019180'}",1/12/2021 10:46,P,
WRI1019406 | WRI1019407,GPD,"{'WRI1019406', 'WRI1019407'}",1/12/2021 10:46,P,
WRI1021333 | WRI1026430,GPD,"{'WRI1021333', 'WRI1026430'}",1/12/2021 10:46,P,
WRI1021454 | WRI1021668,GPD,"{'WRI1021454', 'WRI1021668'}",1/12/2021 10:46,P,
WRI1021456 | WRI1021701,GPD,"{'WRI1021701', 'WRI1021456'}",1/12/2021 10:46,P,
WRI1021523 | WRI1021583,GPD,"{'WRI1021523', 'WRI1021583'}",1/12/2021 10:46,P,
WRI1021664 | WRI1021762,GPD,"{'WRI1021762', 'WRI1021664'}",1/12/2021 10:46,P,
WRI1021665 | WRI1021667 | WRI1021669,GPD,"{'WRI1021669', 'WRI1021665', 'WRI1021667'}",1/12/2021 10:46,P,
WRI1021703 | WRI1021704,GPD,"{'WRI1021704', 'WRI1021703'}",1/12/2021 10:46,P,
WRI1021723 | WRI1021724,GPD,"{'WRI1021723', 'WRI1021724'}",1/12/2021 10:46,P,
WRI1021759 | WRI1021760,GPD,"{'WRI1021760', 'WRI1021759'}",1/12/2021 10:46,P,
WRI1022406 | WRI1022407 | WRI1022408,GPD,"{'WRI1022406', 'WRI1022407', 'WRI1022408'}",1/12/2021 10:46,P,
WRI1022502 | WRI1022509,GPD,"{'WRI1022502', 'WRI1022509'}",1/12/2021 10:46,P,
WRI1022575 | WRI1022704,GPD,"{'WRI1022704', 'WRI1022575'}",1/12/2021 10:46,P,
WRI1022581 | WRI1022787,GPD,"{'WRI1022581', 'WRI1022787'}",1/12/2021 10:46,P,
WRI1022617 | WRI1022618,GPD,"{'WRI1022618', 'WRI1022617'}",1/12/2021 10:46,P,
WRI1022682 | WRI1022724,GPD,"{'WRI1022682', 'WRI1022724'}",1/12/2021 10:46,P,
WRI1023279 | WRI1023466,GPD,"{'WRI1023466', 'WRI1023279'}",1/12/2021 10:46,P,
WRI1023308 | WRI1023309,GPD,"{'WRI1023309', 'WRI1023308'}",1/12/2021 10:46,P,
WRI1023320 | WRI1023321,GPD,"{'WRI1023321', 'WRI1023320'}",1/12/2021 10:46,P,
WRI1023346 | WRI1023347,GPD,"{'WRI1023347', 'WRI1023346'}",1/12/2021 10:46,P,
WRI1023350 | WRI1023351,GPD,"{'WRI1023350', 'WRI1023351'}",1/12/2021 10:46,P,
WRI1023366 | WRI1023367,GPD,"{'WRI1023366', 'WRI1023367'}",1/12/2021 10:46,P,
WRI1023368 | WRI1023369,GPD,"{'WRI1023369', 'WRI1023368'}",1/12/2021 10:46,P,
WRI1023388 | WRI1023389,GPD,"{'WRI1023389', 'WRI1023388'}",1/12/2021 10:46,P,
WRI1023395 | WRI1023396,GPD,"{'WRI1023395', 'WRI1023396'}",1/12/2021 10:46,P,
WRI1023408 | WRI1023409,GPD,"{'WRI1023408', 'WRI1023409'}",1/12/2021 10:46,P,
WRI1023449 | WRI1023450,GPD,"{'WRI1023450', 'WRI1023449'}",1/12/2021 10:46,P,
WRI1023458 | WRI1023459,GPD,"{'WRI1023458', 'WRI1023459'}",1/12/2021 10:46,P,
WRI1023467 | WRI1023468 | WRI1023469,GPD,"{'WRI1023467', 'WRI1023468', 'WRI1023469'}",1/12/2021 10:46,P,
WRI1029471 | WRI1029663 | WRI1029664,GPD,"{'WRI1029471', 'WRI1029664', 'WRI1029663'}",1/12/2021 10:46,P,
WRI1029495 | WRI1029503,GPD,"{'WRI1029503', 'WRI1029495'}",1/12/2021 10:46,P,
WRI1029601 | WRI1029612,GPD,"{'WRI1029601', 'WRI1029612'}",1/12/2021 10:46,P,
WRI1030361 | WRI1030362,GPD,"{'WRI1030362', 'WRI1030361'}",1/12/2021 10:46,P,
32W001100100023Q | 32W001100100089X,ENTSOE,"{'32W001100100089X', '32W001100100023Q'}",1/12/2021 16:34,U,[TOPLO_RUSE | CHP_RUSE]
26WIMPI-PONTE-10 | 26WIMPI-S01MRSC2,ENTSOE,"{'26WIMPI-PONTE-10', '26WIMPI-S01MRSC2'}",1/12/2021 16:34,C,[PONTE MORASCO | MORASCO]
26WIMPI-S09NSVSF | 26WIMPI-S09S2SST,ENTSOE,"{'26WIMPI-S09NSVSF', '26WIMPI-S09S2SST'}",1/12/2021 16:34,C,[NUOVA SASSO | SASSO 2]
14WLSG-1SUED---5 | 14WLSG-MITTE---U,ENTSOE,"{'14WLSG-MITTE---U', '14WLSG-1SUED---5'}",1/12/2021 16:34,C,[FHKW Linz Mitte | FHKW Linz Süd]
26WIMPI-S01ECLF6 | 26WIMPI-S09AGPP4,ENTSOE,"{'26WIMPI-S09AGPP4', '26WIMPI-S01ECLF6'}",1/12/2021 16:34,C,[ENIPOWER LIVORNO | E.ON C.TE LIVORNO FERRARIS ]
26WIMPI-S04CDCAV | 26WIMPI-S08EFNP0,ENTSOE,"{'26WIMPI-S04CDCAV', '26WIMPI-S08EFNP0'}",1/12/2021 16:34,U,[ALTO GARDA POWER SRL | S.E.F. SRL]
26WIMPI-S01VALLS | 26WIMPI-S13VSLLB,ENTSOE,"{'26WIMPI-S01VALLS', '26WIMPI-S13VSLLB'}",1/16/2021 13:23,X,[VILLA S.MARIA | VILLA]
26WIMPI-0543164A | 26WIMPI-S01CHVSE,ENTSOE,"{'26WIMPI-0543164A', '26WIMPI-S01CHVSE'}",1/12/2021 16:34,C,[Biogen Chivasso | CHIVASSO]
11WD8REUT5X----M | 11WD8REUW1C----4,ENTSOE,"{'11WD8REUT5X----M', '11WD8REUW1C----4'}",1/12/2021 16:34,C,[HKW Reuter | HKW Reuter West]
30W-CET-BUCS---S | 30W-CET-BUCV---D,ENTSOE,"{'30W-CET-BUCV---D', '30W-CET-BUCS---S'}",1/12/2021 16:34,C,[TPP Bucuresti Vest | TPP Bucuresti Sud]
26WIMPI-S01CTRV9 | 26WIMPI-S03CRVER | 26WIMYI-S01CDRVB,ENTSOE,"{'26WIMYI-S01CDRVB', '26WIMPI-S01CTRV9', '26WIMPI-S03CRVER'}",1/12/2021 16:34,U,[CREVOLA D. | CREVOLA T. | CREVA]
CARMA59154 | CARMA61004 | CARMA6292,CARMA,"{'CARMA6292', 'CARMA59154', 'CARMA61004'}",1/16/2021 16:22,X,[BURGLEN | BURGLEN AESCHLIMANN | BURGLEN LORETO]
CARMA22489 | CARMA43022 | CARMA60965,CARMA,"{'CARMA43022', 'CARMA60965', 'CARMA22489'}",1/16/2021 17:25,C,[STALDEN | KLOSTERS REBUILD | STALDEN (KLOSTER)]
CARMA17153 | CARMA24666,CARMA,"{'CARMA17153', 'CARMA24666'}",1/16/2021 13:23,U,[HAUT-LAVAL | LAVAL-DE-CERE]
CARMA35196 | CARMA35650,CARMA,"{'CARMA35196', 'CARMA35650'}",1/16/2021 13:23,C,[PONT-DE-LABEAUME | PRADEL-PONT-DE-LABEAUME]
